,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
10684,Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02
10685,Imagine: My Restaurant,DS,2009,Simulation,Ubisoft,0,0.07,0,0.01
10686,Drivers Ed Portable,DS,2008,Misc,JoWood Productions,0.05,0,0,0
10687,Naruto: Powerful Shippuden,3DS,2012,Platform,Namco Bandai Games,0.08,0.02,0.04,0.01
10688,NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01
10689,EverGrace,PS2,2000,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03
10690,The King of Fighters '95 (CD),NG,1994,Fighting,SNK,0,0,0.23,0
10691,Taiko no Tatsujin: Go! Go! Godaime,PS2,2004,Misc,Namco Bandai Games,0,0,0.2,0
10692,Uru: Ages Beyond Myst,PC,2003,Adventure,Ubisoft,0,0.02,0,0
10693,Supreme Ruler: Cold War,PC,2011,Strategy,Paradox Interactive,0,0.03,0,0.01
10694,Class of Heroes,PSP,2008,Role-Playing,Acquire,0.06,0,0.08,0.01
10695,Tokyo Jungle,PS3,2012,Action,Sony Computer Entertainment,0,0,0.26,0
10696,The Pinball of the Dead,GBA,2002,Misc,Sega,0.05,0.02,0,0
10697,NCAA Football 98,PS,1997,Sports,Electronic Arts,0.39,0.27,0,0.05
10698,Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04
10699,Zoo Tycoon,PC,2001,Strategy,Microsoft Game Studios,0,0.03,0,0.01
10700,Ultraman Fighting Evolution 0,PSP,2006,Fighting,Banpresto,0,0,0.01,0
10701,Happy Cooking,DS,2006,Simulation,Ubisoft,0.17,0,0,0.01
10702,Steal Princess,DS,2008,Platform,Marvelous Interactive,0.02,0,0,0
10703,Drakengard 2,PS2,2005,Role-Playing,Ubisoft,0.06,0.05,0,0.02
10704,Fullmetal Alchemist: Prince of the Dawn,Wii,2009,Adventure,Square Enix,0,0,0.01,0
10705,Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,0,0,0
10706,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010,Strategy,System Soft,0,0,0.01,0
10707,Pet Pals: New Leash on Life,DS,2010,Simulation,Destineer,0.05,0,0,0
10708,Lost Kingdoms,GC,2002,Role-Playing,Activision,0.1,0.02,0.04,0
10709,Rollcage,PS,1999,Racing,Psygnosis,0.12,0.08,0,0.01
10710,Resident Evil: Umbrella Corps,PS4,2016,Action,Capcom,0,0,0.02,0
10711,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.03,0
10712,Drake of the 99 Dragons,XB,2018,Shooter,Majesco Entertainment,0.05,0.01,0,0
10713,Vampire Knight DS,DS,2009,Adventure,D3Publisher,0,0,0.07,0
10714,VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0,0.01
10715,NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.2,0.05,0,0
10716,World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0,0.02
10717,Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi,PSP,2012,Action,Idea Factory,0,0,0.06,0
10718,Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,0,0,0.18,0.01
10719,World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Sports,Konami Digital Entertainment,0,0,0.47,0
10720,Myth Makers: Super Kart GP,Wii,2007,Racing,Popcorn Arcade,0.01,0,0,0
10721,The Sims 2: Glamour Life Stuff,PC,2006,Simulation,Electronic Arts,0,0.03,0,0.01
10722,Master Jin Jin's IQ Challenge,DS,2006,Misc,505 Games,0.13,0,0,0.01
10723,Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart,0,0,0.03,0
10724,Suikoden IV,PS2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05
10725,Headhunter: Redemption,XB,2004,Action,Sega,0.02,0,0,0
10726,Samurai Warriors 2: Xtreme Legends (JP sales),PS2,2007,Action,Tecmo Koei,0,0,0.33,0
10727,Final Fantasy IV Advance,GBA,2005,Role-Playing,Nintendo,0.27,0.1,0.22,0.01
10728,Tube Slider,GC,2003,Racing,InterChannel,0.02,0,0,0
10729,Shin Super Robot Taisen Special Disk,PS,1997,Strategy,Banpresto,0,0,0.3,0.02
10730,Full Auto,X360,2006,Shooter,Sega,0.19,0.01,0,0.02
10731,Famicom Mini: Mappy,GBA,2004,Platform,Nintendo,0,0,0.09,0
10732,Hello Kitty's Cube Frenzy,PS,1998,Puzzle,Culture Publishers,0.05,0.03,0,0.01
10733,InuYasha: Feudal Combat,PS2,2005,Fighting,Namco Bandai Games,0.13,0.1,0,0.03
10734,Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,Atlus,0.04,0.03,0,0.01
10735,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005,Misc,Sega,0.1,0.04,0,0
10736,Jackass the Game DS,DS,2008,Action,Empire Interactive,0.06,0,0,0.01
10737,Xenogears,PS,1998,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1
10738,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.88,0.98,0,0.3
10739,Heavy Fire: The Chosen Few 3D,3DS,2011,Shooter,Mastiff,0.02,0,0,0
10740,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014,Action,Namco Bandai Games,0,0,0.06,0
10741,Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0,0,0.03,0
10742,The Destiny of Zorro,Wii,2009,Action,505 Games,0.1,0,0,0.01
10743,R: Racing Evolution,PS2,2003,Racing,Namco Bandai Games,0.14,0.11,0,0.04
10744,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.02,0.02,0,0.01
10745,The Legend of Zelda: Phantom Hourglass,DS,2007,Action,Nintendo,1.9,1.83,0.95,0.49
10746,Doraemon 3: Nobi Dai no Machi SOS!,N64,2000,Platform,Epoch,0,0,0.09,0.06
10747,K-On! After School Live!! HD Ver.,PS3,2012,Action,Sega,0,0,0.03,0
10748,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0,0.06
10749,Irotoridori no Sekai: World's End Re-Birth,PSV,2015,Action,HuneX,0,0,0.01,0
10750,Wizardry VI: Bane of the Cosmic Forge,SNES,1995,Role-Playing,ASCII Entertainment,0,0,0.1,0
10751,Lunacy,SAT,1996,Adventure,Sega,0,0,0.11,0
10752,SpongeBob SquarePants: Game Boy Advance Video Volume 2,GBA,2004,Misc,Majesco Entertainment,0.38,0.14,0,0.01
10753,New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,0.29,0.14,0.19,0.04
10754,Houkago Shounen,DS,2008,Misc,Konami Digital Entertainment,0,0,0.05,0
10755,Nightmare Creatures II,PS,2000,Action,Konami Digital Entertainment,0.09,0.06,0,0.01
10756,Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,0.16,0,0,0.01
10757,RPG Tsukuru 2,SNES,1996,Role-Playing,ASCII Entertainment,0,0,0.31,0
10758,Beat City,DS,2010,Misc,THQ,0.07,0,0,0.01
10759,Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PS2,2007,Strategy,Konami Digital Entertainment,0.05,0.04,0,0.01
10760,Jet Moto 2,PS,1997,Racing,Sony Computer Entertainment,1.41,0.42,0.03,0.07
10761,Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.8,0.52,0.07,0.3
10762,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0,0,0.21,0
10763,Star Wars Episode I: Battle for Naboo,N64,2000,Simulation,LucasArts,0.21,0.05,0,0
10764,Fire Emblem: Path of Radiance,GC,2005,Action,Nintendo,0.29,0.08,0.16,0.01
10765,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0
10766,Drakengard 3,PS3,2013,Role-Playing,Square Enix,0.1,0,0.19,0.02
10767,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,0,0,0.06,0
10768,Super Famista 3,SNES,1994,Sports,Namco Bandai Games,0,0,0.39,0
10769,Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0
10770,Tomodachi Life,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28
10771,One Piece: Pirate Warriors,PS3,2012,Action,Namco Bandai Games,0.01,0.24,0.86,0.09
10772,Deep Fear,SAT,1998,Adventure,Sega,0,0,0.08,0
10773,Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0,0
10774,Grudge Warriors,PS,1999,Action,Take-Two Interactive,0.23,0.16,0,0.03
10775,Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory,0.01,0.01,0,0
10776,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0,0,0.04,0
10777,The Grinch,PS,1999,Adventure,Konami Digital Entertainment,0.29,0.2,0,0.03
10778,Momotarou Dentetsu DS: Tokyo & Japan,DS,2007,Misc,Hudson Soft,0,0,0.34,0
10779,Zoo Vet: Endangered Animals,DS,2008,Simulation,505 Games,0.03,0,0,0
10780,WWF Raw,XB,2002,Fighting,THQ,0.4,0.13,0,0.02
10781,Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0.01
10782,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010,Fighting,Falcom Corporation,0,0,0.06,0
10783,Guilty Gear Judgment,PSP,2006,Fighting,Majesco Entertainment,0.13,0,0.02,0.01
10784,Race Driver 2006,PSP,2006,Racing,Codemasters,0.03,0,0,0
10785,Kidou Senshi Gundam 00,DS,2008,Action,Namco Bandai Games,0,0,0.08,0
10786,Kinetica,PS2,2001,Racing,Sony Computer Entertainment,0.16,0.12,0,0.04
10787,Populous: The Beginning,PS,1998,Strategy,Electronic Arts,0.05,0.04,0,0.01
10788,Bank Heist,2600,1982,Action,20th Century Fox Video Games,0.32,0.02,0,0
10789,Haven: Call of the King,PS2,2002,Platform,Midway Games,0.14,0.11,0,0.04
10790,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008,Misc,Benesse,0,0,0.06,0
10791,Operation Flashpoint: Elite,XB,2005,Shooter,Codemasters,0.03,0.01,0,0
10792,Tom Clancy's Classic Trilogy,XB,2004,Shooter,Ubisoft,0.07,0.02,0,0
10793,Love Plus +,DS,2010,Simulation,Konami Digital Entertainment,0,0,0.23,0
10794,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,0,0,0.02,0
10795,Asphalt: Urban GT,DS,2004,Racing,Ubisoft,0.31,0.22,0,0.06
10796,"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,0.12,0.02,0,0.01
10797,Hot Potato!,GBA,2001,Action,BAM! Entertainment,0.03,0.01,0,0
10798,SD Gundam G Generation: Gather Beat 2,WS,2001,Strategy,Namco Bandai Games,0,0,0.03,0
10799,Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0,0,0.02,0
10800,Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0,0
10801,Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.49,1.12,0,0.09
10802,Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,0.05,0.05,0,0.01
10803,GT Advance Championship Racing,GBA,2001,Racing,THQ,0.24,0.09,0,0.01
10804,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,1.15,1.14,0.06,0.13
10805,Theme Park Roller Coaster,PS2,2000,Strategy,Electronic Arts,0.23,0.18,0,0.06
10806,Winning Post 5,PS2,2001,Sports,Tecmo Koei,0,0,0.13,0
10807,Mobile Suit Gundam Side Story III: Sabakareshi Mono,SAT,1997,Shooter,Namco Bandai Games,0,0,0.15,0
10808,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008,Misc,Sega,0,0,0.02,0
10809,Nicktoons: Freeze Frame Frenzy,GBA,2004,Action,THQ,0.29,0.11,0,0.01
10810,Starcraft 64,N64,2000,Strategy,Nintendo,0.13,0.03,0,0
10811,Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0,0.03
10812,Sword of Mana,GBA,2003,Role-Playing,Nintendo,0.31,0.11,0.3,0.02
10813,Petz: Hamsterz Bunch,PSP,2009,Simulation,Ubisoft,0.06,0,0,0.01
10814,Fading Shadows,PSP,2008,Puzzle,Ivolgamus,0.03,0,0,0
10815,ATV Offroad Fury 2,PS2,2002,Racing,THQ,1.92,0.2,0,0.06
10816,Mario Party 8,Wii,2007,Misc,Nintendo,3.81,2.3,1.58,0.73
10817,Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,0,0,0.78,0
10818,Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.28,0
10819,Dragon Age: Origins - Ultimate Edition,PC,2010,Role-Playing,Electronic Arts,0,0.12,0,0.02
10820,Doko Demo Issyo,PS,1999,Misc,Sony Computer Entertainment,0,0,1,0.07
10821,All Grown Up! Express Yourself,GBA,2004,Misc,THQ,0.13,0.05,0,0
10822,SD Gundam G Generation,PS,1998,Strategy,Namco Bandai Games,0,0,0.67,0.05
10823,Command & Conquer Renegade,PC,2002,Shooter,Electronic Arts,0,0.01,0,0
10824,Millipede,2600,1983,Shooter,Atari,0.45,0.03,0,0.01
10825,Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami Digital Entertainment,0,0,0.03,0
10826,True Pinball,PS,1996,Misc,Ocean,0.02,0.01,0,0
10827,Zero4 Champ RR-Z,SNES,1995,Racing,Media Rings,0,0,0.1,0
10828,Monster Madness: Grave Danger,PS3,2008,Shooter,SouthPeak Games,0.05,0.01,0,0.01
10829,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17
10830,Seven Samurai 20XX,PS2,2004,Action,Sega,0.04,0.03,0,0.01
10831,The Crow: City of Angels,PS,1997,Action,Acclaim Entertainment,0.01,0.01,0,0
10832,Terranigma,SNES,1995,Role-Playing,Nintendo,0,0,0.09,0
10833,My English Coach: Para Hispanoparlantes,DS,2009,Misc,Ubisoft,0.08,0,0,0.01
10834,Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,0.04,0.01,0,0
10835,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0,0.01
10836,DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01
10837,Fire Emblem Fates,3DS,2015,Role-Playing,Nintendo,0.71,0.22,0.52,0.1
10838,Star Soldier,NES,1986,Shooter,Hudson Soft,0.32,0.06,0.57,0.01
10839,"Horrid Henry: The Good, The Bad and The Bugly",3DS,2011,Platform,Asylum Entertainment,0,0.06,0,0.01
10840,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47
10841,DT Racer,PS2,2005,Racing,XS Games,0.06,0.05,0,0.02
10842,Army Men: Air Combat,N64,2000,Action,3DO,0.19,0.05,0,0
10843,RPG Maker 3,PS2,2004,Role-Playing,Enterbrain,0.03,0.02,0,0.01
10844,SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.09,0,0,0.01
10845,Darkstalkers Resurrection,PS3,2013,Fighting,Capcom,0,0,0.03,0
10846,RPG Maker II,PS2,2002,Role-Playing,Enterbrain,0.06,0.05,0,0.02
10847,Tales of the World: Radiant Mythology 2,PSP,2009,Role-Playing,Namco Bandai Games,0,0,0.33,0
10848,Fishdom 2 Deluxe,PC,2010,Puzzle,Rondomedia,0,0.02,0,0.01
10849,The Idolm@ster: Dearly Stars,DS,2009,Adventure,Namco Bandai Games,0,0,0.05,0
10850,Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,0.17,0.06,0.09,0.01
10851,Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.04,0
10852,Super Robot Taisen A Portable,PSP,2008,Strategy,Namco Bandai Games,0,0,0.18,0
10853,Digimon World: Data Squad,PS2,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0,0.03
10854,"Murder, She Wrote",PC,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01
10855,Fossil Fighters,DS,2008,Role-Playing,Nintendo,0.84,0,0,0.06
10856,Classic NES Series: Metroid,GBA,2004,Adventure,Nintendo,0.26,0.1,0.07,0.01
10857,Danny Phantom: Urban Jungle,DS,2006,Action,THQ,0.04,0,0,0
10858,Stunt GP,PS2,2001,Racing,Titus,0.02,0.02,0,0.01
10859,Crackdown 2,X360,2010,Shooter,Microsoft Game Studios,0.63,0.37,0.02,0.1
10860,Xbox Music Mixer,XB,2003,Misc,Microsoft Game Studios,0.26,0.08,0,0.01
10861,Blitz: Overtime,PSP,2006,Sports,Midway Games,0.09,0,0,0.01
10862,MTV Music Generator,PS,1999,Misc,Codemasters,0.26,0.18,0,0.03
10863,"Flower, Sun, and Rain",DS,2008,Adventure,Rising Star Games,0.07,0,0,0.01
10864,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,Majesco Entertainment,0.87,0.32,0,0.02
10865,Let's Ride! Friends Forever,DS,2008,Adventure,THQ,0.07,0,0,0
10866,Sonny with a Chance,DS,2010,Action,Disney Interactive Studios,0.12,0.02,0,0.01
10867,Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0,0,0.13,0
10868,Guild Wars 2,PC,2012,Action,NCSoft,0.95,1.06,0,0.29
10869,Robotica,SAT,1994,Shooter,Sega,0,0,0.06,0
10870,Grand Knights History,PSP,2011,Role-Playing,Marvelous Interactive,0,0,0.13,0
10871,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2008,Role-Playing,Sega,0,0,0.02,0
10872,Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ,0.06,0.04,0,0.01
10873,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0,0.02,0,0
10874,Transformers: Revenge of the Fallen (Wii & PS2 Version),DS,2009,Action,Activision,0.27,0.14,0,0.04
10875,Dragon Quest: Shounen Yangus to Fushigi no Dungeon,PS2,2006,Role-Playing,Square Enix,0,0,0.29,0
10876,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5
10877,Valhalla Knights,PSP,2006,Role-Playing,Rising Star Games,0.15,0,0.07,0.01
10878,Shining Blade,PSP,2012,Role-Playing,Sega,0,0,0.2,0
10879,Hero Bank,3DS,2014,Role-Playing,Sega,0,0,0.07,0
10880,Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,0.3,0.2,0,0.03
10881,Dewy's Adventure,Wii,2007,Platform,Konami Digital Entertainment,0.14,0,0.01,0.01
10882,Mahjong Fight Club,PSP,2004,Misc,Konami Digital Entertainment,0,0,0.17,0
10883,Hatsune Miku: Project Mirai DX,3DS,2015,Misc,Sega,0.15,0.04,0.1,0.02
10884,Petz: Dogz Family,PSP,2009,Simulation,Ubisoft,0.05,0.02,0,0.01
10885,Super Monkey Ball: Step & Roll,Wii,2010,Action,Sega,0.17,0.2,0,0.04
10886,NBA In The Zone '99,N64,1998,Sports,Konami Digital Entertainment,0.04,0,0,0
10887,Pilotwings 64,N64,1996,Simulation,Nintendo,0.56,0.24,0.3,0.02
10888,Harry Potter Collection,PS2,2006,Misc,Electronic Arts,0.28,0.21,0,0.07
10889,Tour de France 2011,X360,2011,Racing,Focus Home Interactive,0,0.05,0,0.01
10890,SD Gundam G Generation-F.I.F,PS,2001,Strategy,Namco Bandai Games,0,0,0.11,0.01
10891,Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008,Adventure,D3Publisher,0,0,0.02,0
10892,Raw Danger!,PS2,2006,Action,505 Games,0.02,0.01,0,0
10893,"WarioWare, Inc.: Mega Party Game$",GC,2003,Misc,Nintendo,0.2,0.05,0.44,0.02
10894,Yars' Revenge,2600,1982,Shooter,Atari,0.73,0.04,0,0.01
10895,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0
10896,World of Goo,PC,2008,Puzzle,2D Boy,0,0.03,0,0.01
10897,Tales of Xillia,PS3,2011,Role-Playing,Namco Bandai Games,0.29,0.19,0.67,0.09
10898,Famicom Mini: Dig Dug,GBA,2004,Puzzle,Namco Bandai Games,0,0,0.05,0
10899,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,1.16,0.91,0,0.3
10900,Kanzen Chuuki Pro Yakyuu Greatest Nine,SAT,1995,Sports,Sega,0,0,0.22,0
10901,Animaniacs Ten Pin Alley,PS,1998,Sports,ASC Games,0.36,0.25,0,0.04
10902,Speed,Wii,2010,Racing,Zoo Games,0.04,0.02,0,0.01
10903,Fishing Resort,Wii,2011,Sports,Namco Bandai Games,0.16,0,0.25,0.01
10904,The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Misc,Namco Bandai Games,0,0,0.04,0
10905,Dance Dance Revolution Extreme,PS2,2004,Simulation,Konami Digital Entertainment,1.04,0.81,0,0.27
10906,Gekka Ryouran Romance,PSP,2011,Adventure,Idea Factory,0,0,0.02,0
10907,Cartoon Network Block Party,GBA,2004,Misc,Majesco Entertainment,0.03,0.01,0,0
10908,Tabi no Yubisashi Kaiwachou DS: DS Series 2 Chuugoku,DS,2006,Misc,Nintendo,0,0,0.05,0
10909,Kung Zhu,DS,2010,Action,Activision,0.26,0,0,0.02
10910,Petz: Dogz Pack,DS,2008,Simulation,Ubisoft,0.56,0,0,0.05
10911,Evolution Skateboarding,PS2,2002,Sports,Konami Digital Entertainment,0.13,0.1,0,0.03
10912,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013,Adventure,Idea Factory,0,0,0.01,0
10913,The Sims 3: Ambitions,PC,2010,Simulation,Electronic Arts,0,0.29,0,0.18
10914,Parlor! Mini 2,SNES,1996,Misc,Nippon Telenet,0,0,0.07,0
10915,Remington Great American Bird Hunt,Wii,2009,Sports,Mastiff,0.41,0,0,0.03
10916,Mega Man 5,NES,1992,Platform,Capcom,0.39,0.07,0.32,0.01
10917,Lost Odyssey,X360,2007,Role-Playing,Microsoft Game Studios,0.45,0.27,0.11,0.09
10918,King's Field II,PS,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02
10919,Yuu Yuu Hakusho 2: Kakutou no Sho,SNES,1994,Fighting,Namco Bandai Games,0,0,0.31,0
10920,Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.26,0.01
10921,Critical Depth,PS,1997,Action,GT Interactive,0.13,0.09,0,0.01
10922,Blazing Souls,PS2,2006,Role-Playing,Idea Factory,0,0,0.02,0
10923,Custom Robo Arena,DS,2006,Fighting,Nintendo,0.02,0.02,0.12,0
10924,Naruto Shippuden: Naruto vs. Sasuke,DS,2008,Action,Takara Tomy,0.08,0,0.03,0.01
10925,Dragon Ball Z: Shin Budokai,PSP,2006,Fighting,Atari,0.26,0.08,0.13,0.07
10926,Total War: Shogun 2,PC,2011,Strategy,Sega,0.19,0.31,0,0.09
10927,Mr. Driller 2,GBA,2001,Puzzle,Namco Bandai Games,0,0,0.15,0
10928,Tiny Toon Adventures: Plucky's Big Adventure,PS,2001,Action,Conspiracy Entertainment,0.15,0.1,0,0.02
10929,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,2013,Action,FuRyu,0,0,0.07,0
10930,Mario Kart: Super Circuit,GBA,2001,Racing,Nintendo,2.62,1.64,0.99,0.23
10931,Picture Perfect Hair Salon,DS,2009,Simulation,505 Games,0.07,0,0,0.01
10932,Pac-Man Power Pack,PS2,2008,Misc,Namco Bandai Games,0.04,0.03,0,0.01
10933,The Settlers,DS,2007,Action,Ubisoft,0.1,0,0,0.01
10934,Pole Position,2600,1982,Racing,Atari,1.1,0.07,0,0.01
10935,Kinnikuman Muscle Grand Prix Max,PS2,2006,Fighting,Konami Digital Entertainment,0,0,0.05,0
10936,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,2010,Role-Playing,Konami Digital Entertainment,0,0,0.02,0
10937,White Knight Chronicles: International Edition,PS3,2008,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08
10938,Magic Carpet,PS,1995,Shooter,Electronic Arts,0.03,0.02,0,0
10939,Touch Detective (JP sales),DS,2006,Adventure,505 Games,0,0,0.02,0
10940,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,1,0.76,0.26,0.36
10941,NBA,PSP,2005,Sports,Sony Computer Entertainment,0.2,0,0,0.02
10942,We Sing Encore,Wii,2010,Misc,Nordic Games,0,0.41,0,0.06
10943,Wedding Dash,DS,2009,Action,Zoo Games,0.2,0,0,0.01
10944,Yoshi's Story,N64,1997,Platform,Nintendo,1.29,0.53,0.98,0.05
10945,Storybook Workshop,Wii,2009,Misc,Konami Digital Entertainment,0.07,0,0,0.01
10946,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005,Racing,THQ,0.09,0.03,0,0
10947,Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,0,0,0.7,0
10948,Tokyo Xtreme Racer,DC,1999,Racing,Genki,0,0,0.17,0
10949,Rapid Reload,PS,1995,Shooter,Sony Computer Entertainment,0,0,0.09,0.01
10950,Shining Force CD,SCD,1994,Strategy,Sega,0,0,0.14,0
10951,Godzilla Unleashed,Wii,2007,Fighting,Atari,0.15,0,0,0.01
10952,Tokimeki no Houkago,PS,1998,Misc,Konami Digital Entertainment,0,0,0.06,0
10953,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,0.96,0.2,0,0.11
10954,Pokemon Super Mystery Dungeon,3DS,2015,Role-Playing,Nintendo,0.46,0.31,0.33,0.08
10955,DragonHeart: Fire & Steel,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0
10956,Nikoli's Pencil Puzzle,3DS,2011,Puzzle,Hudson Soft,0.05,0.03,0,0.01
10957,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007,Adventure,Alchemist,0,0,0.01,0
10958,ExerBeat,Wii,2010,Sports,Namco Bandai Games,0.1,0.18,0,0.03
10959,Mawashite Tsunageru Touch Panic,DS,2006,Puzzle,Nintendo,0,0,0.05,0
10960,Super Bowling,N64,1999,Sports,Athena,0.02,0,0,0
10961,First Queen: Ornic Senki,SNES,1994,Role-Playing,Culture Brain,0,0,0.03,0
10962,Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0,0.02,0,0
10963,Laser Blast,2600,1981,Action,Activision,0.37,0.02,0,0
10964,Mobile Suit Gundam: Extreme VS Force,PSV,2015,Action,Namco Bandai Games,0,0,0.16,0
10965,Practise English!,DS,2007,Misc,Nintendo,0,0,0.73,0
